tournament_name,year,data_quality,status,source,source_url,forum_url,wiki_url,spreadsheet_url,bracket_url,discord_url,rank_range,team_size,format,notes
3WC 2025,2025,verified,discovered,osu_wiki,https://osu.ppy.sh/wiki/en/Tournaments/3WC/2025,,https://osu.ppy.sh/wiki/en/Tournaments/3WC/2025,https://docs.google.com/spreadsheets/d/1XtERK64vr63pvl7yjvTGbw4P-Gz3zJaqTaDnX1Rilf8,https://challonge.com/3WC2025,https://discord.gg/ppy,,3,3v3,"has match, spreadsheet, and bracket links"
4WC 2025,2025,verified,discovered,osu_wiki,https://osu.ppy.sh/wiki/en/Tournaments/4WC/2025,,https://osu.ppy.sh/wiki/en/Tournaments/4WC/2025,https://docs.google.com/spreadsheets/d/1_DWIlcFu985vNeNzSspWqjeJHva0X04fSNZA_2B0YPA,https://challonge.com/4WC2025,https://discord.gg/ppy,,4,4v4,"has match, spreadsheet, and bracket links"
CWC 2025,2025,verified,discovered,osu_wiki,https://osu.ppy.sh/wiki/en/Tournaments/CWC/2025,,https://osu.ppy.sh/wiki/en/Tournaments/CWC/2025,https://docs.google.com/spreadsheets/d/1UXiSC0CNgA-Uz-fnhgp2eSh85SDR055z606d9zeOzPo,https://challonge.com/CWC2025,https://discord.gg/ppy,,,,"has match, spreadsheet, and bracket links"
FDC 2025,2025,verified,discovered,osu_wiki,https://osu.ppy.sh/wiki/en/Tournaments/FDC/2025,,https://osu.ppy.sh/wiki/en/Tournaments/FDC/2025,https://docs.google.com/spreadsheets/d/1cxQhtzad4zdV6etgEOMr5YopK6ZYdEt7WS8to_A40gY/edit?usp=sharing,https://challonge.com/fdc2025,https://discord.gg/ppy,,2,2v2,"has match, spreadsheet, and bracket links"
LGA 2025,2025,verified,discovered,osu_wiki,https://osu.ppy.sh/wiki/en/Tournaments/LGA/2025,,https://osu.ppy.sh/wiki/en/Tournaments/LGA/2025,https://docs.google.com/spreadsheets/d/136cY3PUT6fyS3gfmr9-UZjk9wxgjD9D_BYT89kVhO98,https://challonge.com/LGA2025,https://discord.gg/ppy,,,,"has match, spreadsheet, and bracket links"
OIT 2025,2025,verified,discovered,osu_wiki,https://osu.ppy.sh/wiki/en/Tournaments/OIT/2025,,https://osu.ppy.sh/wiki/en/Tournaments/OIT/2025,https://docs.google.com/spreadsheets/d/1g5lVCzQjG00Ss9QkOBvYzt0ACTbI7fPOBkYIhNMCq9Q/edit?usp=sharing,https://challonge.com/oit_2025,https://discord.gg/ppy,,1,1v1,"has match, spreadsheet, and bracket links"
OWC 2025,2025,verified,discovered,osu_wiki,https://osu.ppy.sh/wiki/en/Tournaments/OWC/2025,,https://osu.ppy.sh/wiki/en/Tournaments/OWC/2025,https://docs.google.com/spreadsheets/d/1QM6MUJzZFW-mtD7r1ExRBQOCjs2eWoOmWNDDG-n2PHE,https://challonge.com/OWC25_Groups/groups,https://discord.gg/ppy,,,,"has match, spreadsheet, and bracket links"
TWC 2025,2025,verified,discovered,osu_wiki,https://osu.ppy.sh/wiki/en/Tournaments/TWC/2025,,https://osu.ppy.sh/wiki/en/Tournaments/TWC/2025,https://docs.google.com/spreadsheets/d/1ZREEsDy6HICTCTtp1_czfxpDjVKJraP3qXKVhc1aZHk,https://challonge.com/TWC2025,https://discord.gg/ppy,,,,"has match, spreadsheet, and bracket links"
RESC 2025,2025,high,discovered,osu_wiki,https://osu.ppy.sh/wiki/en/Tournaments/RESC/2025,,https://osu.ppy.sh/wiki/en/Tournaments/RESC/2025,,https://challonge.com/RESC25,https://discord.gg/ppy,,3,3v3,has match links plus structured metadata
NDC 2025,2025,partial,discovered,osu_wiki,https://osu.ppy.sh/wiki/en/Tournaments/NDC/2025,,https://osu.ppy.sh/wiki/en/Tournaments/NDC/2025,,,https://discord.gg/ppy,,1,1v1,has at least one structured source
4DM 2024,2024,partial,discovered,osu_wiki,https://osu.ppy.sh/wiki/en/Tournaments/4DM/2024,,https://osu.ppy.sh/wiki/en/Tournaments/4DM/2024,,,,,,,has at least one structured source
4DPT 2024,2024,partial,discovered,osu_wiki,https://osu.ppy.sh/wiki/en/Tournaments/4DPT/2024,,https://osu.ppy.sh/wiki/en/Tournaments/4DPT/2024,,,,,,,has at least one structured source
4WC 2024,2024,partial,discovered,osu_wiki,https://osu.ppy.sh/wiki/en/Tournaments/4WC/2024,,https://osu.ppy.sh/wiki/en/Tournaments/4WC/2024,,,,,,,has at least one structured source
CWC 2024,2024,partial,discovered,osu_wiki,https://osu.ppy.sh/wiki/en/Tournaments/CWC/2024,,https://osu.ppy.sh/wiki/en/Tournaments/CWC/2024,,,,,,,has at least one structured source
HRS 2024,2024,partial,discovered,osu_wiki,https://osu.ppy.sh/wiki/en/Tournaments/HRS/2024,,https://osu.ppy.sh/wiki/en/Tournaments/HRS/2024,,,,,,,has at least one structured source
IntlConvertCup 2024,2024,partial,discovered,osu_wiki,https://osu.ppy.sh/wiki/en/Tournaments/IntlConvertCup/2024,,https://osu.ppy.sh/wiki/en/Tournaments/IntlConvertCup/2024,,,,,,,has at least one structured source
LGA 2024,2024,partial,discovered,osu_wiki,https://osu.ppy.sh/wiki/en/Tournaments/LGA/2024,,https://osu.ppy.sh/wiki/en/Tournaments/LGA/2024,,,,,,,has at least one structured source
NDC 2024,2024,partial,discovered,osu_wiki,https://osu.ppy.sh/wiki/en/Tournaments/NDC/2024,,https://osu.ppy.sh/wiki/en/Tournaments/NDC/2024,,,,,,,has at least one structured source
OIT 2024,2024,partial,discovered,osu_wiki,https://osu.ppy.sh/wiki/en/Tournaments/OIT/2024,,https://osu.ppy.sh/wiki/en/Tournaments/OIT/2024,,,,,,,has at least one structured source
OWC 2024,2024,partial,discovered,osu_wiki,https://osu.ppy.sh/wiki/en/Tournaments/OWC/2024,,https://osu.ppy.sh/wiki/en/Tournaments/OWC/2024,,,,,,,has at least one structured source
Project Prism 2024,2024,partial,discovered,osu_wiki,https://osu.ppy.sh/wiki/en/Tournaments/Project_Prism/2024,,https://osu.ppy.sh/wiki/en/Tournaments/Project_Prism/2024,,,,,,,has at least one structured source
RESC 2024,2024,partial,discovered,osu_wiki,https://osu.ppy.sh/wiki/en/Tournaments/RESC/2024,,https://osu.ppy.sh/wiki/en/Tournaments/RESC/2024,,,,,,,has at least one structured source
TWC 2024,2024,partial,discovered,osu_wiki,https://osu.ppy.sh/wiki/en/Tournaments/TWC/2024,,https://osu.ppy.sh/wiki/en/Tournaments/TWC/2024,,,,,,,has at least one structured source
4DM 2023,2023,partial,discovered,osu_wiki,https://osu.ppy.sh/wiki/en/Tournaments/4DM/2023,,https://osu.ppy.sh/wiki/en/Tournaments/4DM/2023,,,,,,,has at least one structured source
AIT 2023,2023,partial,discovered,osu_wiki,https://osu.ppy.sh/wiki/en/Tournaments/AIT/2023,,https://osu.ppy.sh/wiki/en/Tournaments/AIT/2023,,,,,,,has at least one structured source
CIC 2023,2023,partial,discovered,osu_wiki,https://osu.ppy.sh/wiki/en/Tournaments/CIC/2023,,https://osu.ppy.sh/wiki/en/Tournaments/CIC/2023,,,,,,,has at least one structured source
CWC 2023,2023,partial,discovered,osu_wiki,https://osu.ppy.sh/wiki/en/Tournaments/CWC/2023,,https://osu.ppy.sh/wiki/en/Tournaments/CWC/2023,,,,,,,has at least one structured source
DACH4K 2023,2023,partial,discovered,osu_wiki,https://osu.ppy.sh/wiki/en/Tournaments/DACH4K/2023,,https://osu.ppy.sh/wiki/en/Tournaments/DACH4K/2023,,,,,,,has at least one structured source
NDC 2023,2023,partial,discovered,osu_wiki,https://osu.ppy.sh/wiki/en/Tournaments/NDC/2023,,https://osu.ppy.sh/wiki/en/Tournaments/NDC/2023,,,,,,,has at least one structured source
o!cCO 2023,2023,partial,discovered,osu_wiki,https://osu.ppy.sh/wiki/en/Tournaments/o!cCO/2023,,https://osu.ppy.sh/wiki/en/Tournaments/o!cCO/2023,,,,,,,has at least one structured source
o!RT 2023,2023,partial,discovered,osu_wiki,https://osu.ppy.sh/wiki/en/Tournaments/o!RT/2023,,https://osu.ppy.sh/wiki/en/Tournaments/o!RT/2023,,,,,,,has at least one structured source
OIT 2023,2023,partial,discovered,osu_wiki,https://osu.ppy.sh/wiki/en/Tournaments/OIT/2023,,https://osu.ppy.sh/wiki/en/Tournaments/OIT/2023,,,,,,,has at least one structured source
OWC 2023,2023,partial,discovered,osu_wiki,https://osu.ppy.sh/wiki/en/Tournaments/OWC/2023,,https://osu.ppy.sh/wiki/en/Tournaments/OWC/2023,,,,,,,has at least one structured source
RESC 2023,2023,partial,discovered,osu_wiki,https://osu.ppy.sh/wiki/en/Tournaments/RESC/2023,,https://osu.ppy.sh/wiki/en/Tournaments/RESC/2023,,,,,,,has at least one structured source
SOL 2023,2023,partial,discovered,osu_wiki,https://osu.ppy.sh/wiki/en/Tournaments/SOL/2023,,https://osu.ppy.sh/wiki/en/Tournaments/SOL/2023,,,,,,,has at least one structured source
TWC 2023,2023,partial,discovered,osu_wiki,https://osu.ppy.sh/wiki/en/Tournaments/TWC/2023,,https://osu.ppy.sh/wiki/en/Tournaments/TWC/2023,,,,,,,has at least one structured source
4CWC 2022,2022,partial,discovered,osu_wiki,https://osu.ppy.sh/wiki/en/Tournaments/4CWC/2022,,https://osu.ppy.sh/wiki/en/Tournaments/4CWC/2022,,,,,,,has at least one structured source
AIT 2022,2022,partial,discovered,osu_wiki,https://osu.ppy.sh/wiki/en/Tournaments/AIT/2022,,https://osu.ppy.sh/wiki/en/Tournaments/AIT/2022,,,,,,,has at least one structured source
CIC 2022,2022,partial,discovered,osu_wiki,https://osu.ppy.sh/wiki/en/Tournaments/CIC/2022,,https://osu.ppy.sh/wiki/en/Tournaments/CIC/2022,,,,,,,has at least one structured source
COT 2022,2022,partial,discovered,osu_wiki,https://osu.ppy.sh/wiki/en/Tournaments/COT/2022,,https://osu.ppy.sh/wiki/en/Tournaments/COT/2022,,,,,,,has at least one structured source
