tournament_name,year,data_quality,status,source,source_url,forum_url,wiki_url,spreadsheet_url,bracket_url,discord_url,rank_range,team_size,format,notes
[STD] Re:Revolution Tournament (SEA Region Only) | 2v2 TS3 | 50k - 999k (Registrations Open!),2026,partial,discovered,forum_55,https://osu.ppy.sh/community/forums/topics/2200883,https://osu.ppy.sh/community/forums/topics/2200883,,https://docs.google.com/spreadsheets/d/17eUnIEafRZll_gIOxhIuExm2noAV1lm-gqezkbf_s2U/edit?gid=0,,https://discord.gg/ppy,,2,2v2,has at least one structured source
[STD] osu! Belgium (or Belux idk) Team Tournament 2026 | BeLux | 2v2 ts2 [Regs Open !!!],2026,low,discovered,forum_55,https://osu.ppy.sh/community/forums/topics/2200859,https://osu.ppy.sh/community/forums/topics/2200859,,,,https://discord.gg/ppy,,2,2v2,discovered but missing structured data links
"[STD, o!m4k][1v1][Open Rank] Canonical LAN osu! UCI During Spring",2026,low,discovered,forum_55,https://osu.ppy.sh/community/forums/topics/2200393,https://osu.ppy.sh/community/forums/topics/2200393,,,,https://discord.gg/ppy,,1,1v1,discovered but missing structured data links
[STD] Suomen Alueellinen Turnaus [ 2v2 | Open Rank | FI only ] Regs Open!,2026,high,discovered,forum_55,https://osu.ppy.sh/community/forums/topics/2198883,https://osu.ppy.sh/community/forums/topics/2198883,,https://docs.google.com/spreadsheets/d/1HczPCOThxajHvYmLUQH_sC3y5Bqgq4hLp1X9iJrlEC8/edit?usp=sharing,https://challonge.com/b9yeevhg,https://discord.gg/ppy,,2,2v2,"has two core sources among match links, spreadsheet, and bracket"
[STD 1v1] Letni Obóz Èze [1k+ PL ONLY] [REGS OPEN],2026,partial,discovered,forum_55,https://osu.ppy.sh/community/forums/topics/2198834,https://osu.ppy.sh/community/forums/topics/2198834,,https://docs.google.com/spreadsheets/d/10qQrH2iVQSdiTyEx0bgiSlvErPUCgMuRs4ujrpKy9_g/edit?gid=0,,https://discord.gg/ppy,,1,1v1,has at least one structured source
"[STD] [Chinese/中文] Summer Dew Cup [4v4 Draft, TS8] [#4,000 - ∞]",2026,low,discovered,forum_55,https://osu.ppy.sh/community/forums/topics/2200164,https://osu.ppy.sh/community/forums/topics/2200164,,,,https://discord.gg/ppy,,4,4v4,discovered but missing structured data links
[STD 1v1] South Africa osu! Tournament 7 [REG Closed] (Sponsored by ACGL),2026,partial,discovered,forum_55,https://osu.ppy.sh/community/forums/topics/2161070,https://osu.ppy.sh/community/forums/topics/2161070,,https://docs.google.com/spreadsheets/d/1OWXy2YTx5fd2xNXvaYUPOyYbe0h9bEQi83-38ZIf2VQ/edit?usp=sharing,,https://discord.gg/ppy,,1,1v1,has at least one structured source
[STD] LeBron James Suiji | 4v4 | International | Open Rank | Player & Staff Registrations Open,2026,high,discovered,forum_55,https://osu.ppy.sh/community/forums/topics/2195943,https://osu.ppy.sh/community/forums/topics/2195943,,https://docs.google.com/spreadsheets/d/1V7KTOWs-ITNr6FWxUc69G5vQlycqqDitvNtGWHFHXsA/edit?usp=sharing,https://challonge.com/lbjsuiji,https://discord.gg/ppy,,4,4v4,"has two core sources among match links, spreadsheet, and bracket"
"[STD] The Grand Orchestra | 3v3 Ts6 | #1.000 - #99.000 BWS | Team, FA & Staff Regs Open!",2026,partial,discovered,forum_55,https://osu.ppy.sh/community/forums/topics/2197109,https://osu.ppy.sh/community/forums/topics/2197109,,https://docs.google.com/spreadsheets/d/1l4iMj8YzzdsA1CD558PQi39mu4iU-jAFjr_498uMgSs/edit?usp=sharing,,https://discord.gg/ppy,,3,3v3,has at least one structured source
[STD] Midarna's Aim Battle Royale | FR speakers Only | Open rank,2026,partial,discovered,forum_55,https://osu.ppy.sh/community/forums/topics/2199701,https://osu.ppy.sh/community/forums/topics/2199701,,https://docs.google.com/spreadsheets/d/1xNXAQVc_cIFR_oi-DTcEa0DQ0HYiY78nHRn818n8n5w/edit?usp=sharing,,https://discord.gg/ppy,,,,has at least one structured source
