tournament_name,year,data_quality,status,source,source_url,forum_url,wiki_url,spreadsheet_url,bracket_url,discord_url,rank_range,team_size,format,notes
[STD] European Draft Cup 2026 | #10+ BWS,2026,partial,discovered,forum_55,https://osu.ppy.sh/community/forums/topics/2198584,https://osu.ppy.sh/community/forums/topics/2198584,,https://docs.google.com/spreadsheets/d/1eU3sdblV3iVV4JSCmW74S1CkChZ0bTB6tlV6wyOVNRc/edit?gid=0,https://challonge.com/de/EDC2026,https://discord.gg/ppy,,,,has at least one structured source
"[KR, STD] 듀오 컵: 한국 2026 | DUO CUP: KOREA 2026 [참가 신청 ~4/20 02:00]",2026,partial,discovered,forum_55,https://osu.ppy.sh/community/forums/topics/2195574,https://osu.ppy.sh/community/forums/topics/2195574,,https://docs.google.com/spreadsheets/d/1tr1nNGhXZnl05T633nQ853VXDuatyK_8984qIcYTg68/edit?gid=0,,https://discord.gg/ppy,,,,has at least one structured source
"[STD] SPUNOUT SPUNOUT ""NORMALES"" TOURNAMENT (Regs Open 1k-25k BWS [DACH REGION])",2026,partial,discovered,forum_55,https://osu.ppy.sh/community/forums/topics/2176671,https://osu.ppy.sh/community/forums/topics/2176671,,https://docs.google.com/spreadsheets/d/1athIMOrwfeDNY73hmHhos_9ebNPR98owHIxpirGOdZY/edit?gid=2046484697,,https://discord.gg/ppy,,,,has at least one structured source
[STD] Re:Revolution Tournament (SEA Region Only) | 2v2 TS3 | 50k - 999k (Registrations Open!),2026,partial,discovered,forum_55,https://osu.ppy.sh/community/forums/topics/2200883,https://osu.ppy.sh/community/forums/topics/2200883,,https://docs.google.com/spreadsheets/d/17eUnIEafRZll_gIOxhIuExm2noAV1lm-gqezkbf_s2U/edit?gid=0,,https://discord.gg/ppy,,2,2v2,has at least one structured source
[STD][1v1][85k - 999k][Reg Open] o!TA:N Season 1,2026,partial,discovered,forum_55,https://osu.ppy.sh/community/forums/topics/2198104,https://osu.ppy.sh/community/forums/topics/2198104,,https://docs.google.com/spreadsheets/d/1KD6dOjh0r7g8N6Mza95HsRZbVqCbfNqBF0vaYVyFaMo,,https://discord.gg/ppy,,1,1v1,has at least one structured source
[STD] LeBron James Suiji | 4v4 | International | Open Rank | Player & Staff Registrations Open,2026,low,discovered,forum_55,https://osu.ppy.sh/community/forums/topics/2195943,https://osu.ppy.sh/community/forums/topics/2195943,,https://docs.google.com/spreadsheets/d/1V7KTOWs-ITNr6FWxUc69G5vQlycqqDitvNtGWHFHXsA/edit?usp=sharing,https://challonge.com/lbjsuiji,https://discord.gg/ppy,,4,4v4,discovered but missing structured data links
[STD] Open Rank | Suiji | 4v4 | Kitsune Cup | [Habla Hispana Only] | [Regs Closed],2026,low,discovered,forum_55,https://osu.ppy.sh/community/forums/topics/2188468,https://osu.ppy.sh/community/forums/topics/2188468,,https://docs.google.com/spreadsheets/d/11GXw1VzXuPMdI-CsAtd69g27326O1MM-uad_l0pzamI/edit?usp=sharing,https://challonge.com/es/5nwwmcun,https://discord.gg/ppy,,4,4v4,discovered but missing structured data links
[STD] Suomen Alueellinen Turnaus [ 2v2 | Open Rank | FI only ] Regs Open!,2026,low,discovered,forum_55,https://osu.ppy.sh/community/forums/topics/2198883,https://osu.ppy.sh/community/forums/topics/2198883,,https://docs.google.com/spreadsheets/d/1HczPCOThxajHvYmLUQH_sC3y5Bqgq4hLp1X9iJrlEC8/edit?usp=sharing,https://challonge.com/b9yeevhg,https://discord.gg/ppy,,2,2v2,discovered but missing structured data links
[STD] Australian States Cup 2026 (AU/NZ only) | 3v3 | Open Rank (Registrations Open!),2026,low,discovered,forum_55,https://osu.ppy.sh/community/forums/topics/2193923,https://osu.ppy.sh/community/forums/topics/2193923,,https://docs.google.com/spreadsheets/d/1MYHuHdQu59vFadIxhVWDxiRaIfLU5k_mEMYjpEbmvIg/edit?usp=sharing,,https://discord.gg/ppy,,3,3v3,discovered but missing structured data links
[osu!Standard] (Open rank) Sweden Cup 2026 [Registrations open],2026,low,discovered,forum_55,https://osu.ppy.sh/community/forums/topics/2198246,https://osu.ppy.sh/community/forums/topics/2198246,,https://docs.google.com/spreadsheets/d/1c1fN28YRti4dnTB0l0pYu1NfqWw5vEOnHgynTWaVccM/edit?usp=sharing,,https://discord.gg/ppy,,,,discovered but missing structured data links
[STD] Midarna's Aim Battle Royale | FR speakers Only | Open rank,2026,low,discovered,forum_55,https://osu.ppy.sh/community/forums/topics/2199701,https://osu.ppy.sh/community/forums/topics/2199701,,https://docs.google.com/spreadsheets/d/1xNXAQVc_cIFR_oi-DTcEa0DQ0HYiY78nHRn818n8n5w/edit?usp=sharing,,https://discord.gg/ppy,,,,discovered but missing structured data links
[2v2] [Open Rank/AUS/NZ] ANZT 13 Summer | osu!lazer,2026,low,discovered,forum_55,https://osu.ppy.sh/community/forums/topics/2166123,https://osu.ppy.sh/community/forums/topics/2166123,,,,,,2,2v2,discovered but missing structured data links
[STD 1v1] [Open Rank] Aim Event 5 [Registrations OPEN],2026,low,discovered,forum_55,https://osu.ppy.sh/community/forums/topics/2165829,https://osu.ppy.sh/community/forums/topics/2165829,,,,,,1,1v1,discovered but missing structured data links
[STD 2v2] SuperCup Tournament [JP only | Open Rank],2026,low,discovered,forum_55,https://osu.ppy.sh/community/forums/topics/2181884,https://osu.ppy.sh/community/forums/topics/2181884,,,,,,2,2v2,discovered but missing structured data links
"[STD | 2v2 TS3] [OPEN RANK] Pray n' Relax Cup [PLAYER REG CLOSED, STAFF REGISTRATIONS OPEN]",2026,low,discovered,forum_55,https://osu.ppy.sh/community/forums/topics/2166071,https://osu.ppy.sh/community/forums/topics/2166071,,,,,,2,2v2,discovered but missing structured data links
"[STD, o!m4k][1v1][Open Rank] Canonical LAN osu! UCI During Spring",2026,low,discovered,forum_55,https://osu.ppy.sh/community/forums/topics/2200393,https://osu.ppy.sh/community/forums/topics/2200393,,,,https://discord.gg/ppy,,1,1v1,discovered but missing structured data links
"[STD, o!m4k][1v1][Open Rank] UCI Winter LAN: Valentine's Interlude in Irvine",2026,low,discovered,forum_55,https://osu.ppy.sh/community/forums/topics/2171451,https://osu.ppy.sh/community/forums/topics/2171451,,,,,,1,1v1,discovered but missing structured data links
[STD] [$300 Prize Pool] South Asia Suiji Showdown | Open Rank | 2v2 TS3 | Regs CLOSED,2026,low,discovered,forum_55,https://osu.ppy.sh/community/forums/topics/2167077,https://osu.ppy.sh/community/forums/topics/2167077,,,,,,2,2v2,discovered but missing structured data links
"[STD] [CONCLUDED, Open Rank, 2v2 TS2] Mavo's Blitz Brawl 9",2026,low,discovered,forum_55,https://osu.ppy.sh/community/forums/topics/2164438,https://osu.ppy.sh/community/forums/topics/2164438,,,,,,2,2v2,discovered but missing structured data links
[STD] [DACH] Trinitas Proelium | Open Rank | 3vs3 (To6) [Staff Regs OPEN],2026,low,discovered,forum_55,https://osu.ppy.sh/community/forums/topics/2180852,https://osu.ppy.sh/community/forums/topics/2180852,,,,,,3,3v3,discovered but missing structured data links
"[STD] [Regs closed, Open Rank, 2v2 TS2] Mavo's Blitz Brawl X",2026,low,discovered,forum_55,https://osu.ppy.sh/community/forums/topics/2182745,https://osu.ppy.sh/community/forums/topics/2182745,,,,,,2,2v2,discovered but missing structured data links
[STD] Hedge Hop Madness: Shadow Market Heist | Russian-speaking Auction Tournament | 4v4 | Open Rank,2026,low,discovered,forum_55,https://osu.ppy.sh/community/forums/topics/2177134,https://osu.ppy.sh/community/forums/topics/2177134,,,,,,4,4v4,discovered but missing structured data links
"[STD] Kiwi's Stella Tournament | [TH ONLY], Open Rank, 1v1 TS1 | Regs Closed",2026,low,discovered,forum_55,https://osu.ppy.sh/community/forums/topics/2194276,https://osu.ppy.sh/community/forums/topics/2194276,,,,,,1,1v1,discovered but missing structured data links
[STD] Lela’s Tech Cup 3 | Open Rank | 2v2 TS3 [REG CLOSED],2026,low,discovered,forum_55,https://osu.ppy.sh/community/forums/topics/2179445,https://osu.ppy.sh/community/forums/topics/2179445,,,,,,2,2v2,discovered but missing structured data links
[STD] LOL | LUXEMBOURG osu! LAN | OPEN RANK | 1v1 | PLAYER REGS ARE CLOSED,2026,low,discovered,forum_55,https://osu.ppy.sh/community/forums/topics/2185868,https://osu.ppy.sh/community/forums/topics/2185868,,,,,,1,1v1,discovered but missing structured data links
