username,elitebotix_score,skill_issue_score,bancho_score,lazer_score,recent_tournament_form,consistency_score,reliability_multiplier,activity_multiplier,final_power_score,provisional,base_power_score,tournaments_played_last_12m,days_since_last_event,explanation,debug
the gloomist,,,32.6,,36.89,78.15,0.8875,0.9389,35.08,True,42.1,2,170.0,"the gloomist scores 35.08 with consistency score 78.2, recent tournament form 36.9, bancho score 32.6; reliability 0.887, activity 0.939, provisional",{}
POMAH,,,36.73,,49.95,25.0,0.8688,0.9393,35.06,True,42.97,1,168.0,"POMAH scores 35.06 with recent tournament form 50.0, bancho score 36.7, consistency score 25.0; reliability 0.869, activity 0.939, provisional",{}
Andros,,,57.27,,41.4,25.0,0.8688,0.9423,35.01,True,42.76,1,155.0,"Andros scores 35.01 with bancho score 57.3, recent tournament form 41.4, consistency score 25.0; reliability 0.869, activity 0.942, provisional",{}
Rumyndra,,,34.68,,51.99,25.0,0.8688,0.9202,34.94,True,43.71,1,288.0,"Rumyndra scores 34.94 with recent tournament form 52.0, bancho score 34.7, consistency score 25.0; reliability 0.869, activity 0.920, provisional",{}
wr8th,,,38.12,,48.41,25.0,0.8688,0.9478,34.89,True,42.37,1,133.0,"wr8th scores 34.89 with recent tournament form 48.4, bancho score 38.1, consistency score 25.0; reliability 0.869, activity 0.948, provisional",{}
dench,,,50.23,,44.17,25.0,0.8688,0.9393,34.87,True,42.73,1,168.0,"dench scores 34.87 with bancho score 50.2, recent tournament form 44.2, consistency score 25.0; reliability 0.869, activity 0.939, provisional",{}
RafaMat,,,57.52,,40.59,25.0,0.8688,0.9459,34.79,True,42.33,1,140.0,"RafaMat scores 34.79 with bancho score 57.5, recent tournament form 40.6, consistency score 25.0; reliability 0.869, activity 0.946, provisional",{}
Rampax,,,43.14,,46.18,25.0,0.8688,0.9409,34.52,True,42.23,1,161.0,"Rampax scores 34.52 with recent tournament form 46.2, bancho score 43.1, consistency score 25.0; reliability 0.869, activity 0.941, provisional",{}
monte,,,54.2,,43.29,25.0,0.8688,0.9187,34.45,True,43.16,1,302.0,"monte scores 34.45 with bancho score 54.2, recent tournament form 43.3, consistency score 25.0; reliability 0.869, activity 0.919, provisional",{}
noncycle,,,46.27,,46.3,25.0,0.8688,0.9202,34.43,True,43.06,1,288.0,"noncycle scores 34.43 with recent tournament form 46.3, bancho score 46.3, consistency score 25.0; reliability 0.869, activity 0.920, provisional",{}
yip,,,36.47,,48.25,25.0,0.8688,0.9459,34.41,True,41.87,1,140.0,"yip scores 34.41 with recent tournament form 48.2, bancho score 36.5, consistency score 25.0; reliability 0.869, activity 0.946, provisional",{}
ChillierPear,,,40.69,,46.4,25.0,0.8688,0.9478,34.4,True,41.77,1,133.0,"ChillierPear scores 34.40 with recent tournament form 46.4, bancho score 40.7, consistency score 25.0; reliability 0.869, activity 0.948, provisional",{}
Seamie,,,32.55,,50.29,25.0,0.8688,0.9389,34.39,True,42.16,1,170.0,"Seamie scores 34.39 with recent tournament form 50.3, bancho score 32.6, consistency score 25.0; reliability 0.869, activity 0.939, provisional",{}
flowering,,,37.0,,31.61,92.07,0.8875,0.9188,34.31,True,42.08,2,301.0,"flowering scores 34.31 with consistency score 92.1, bancho score 37.0, recent tournament form 31.6; reliability 0.887, activity 0.919, provisional",{}
HaSappy,,,50.54,,42.41,25.0,0.8688,0.9442,34.24,True,41.74,1,147.0,"HaSappy scores 34.24 with bancho score 50.5, recent tournament form 42.4, consistency score 25.0; reliability 0.869, activity 0.944, provisional",{}
okinamo,,,51.87,,41.74,25.0,0.8688,0.9457,34.23,True,41.66,1,141.0,"okinamo scores 34.23 with bancho score 51.9, recent tournament form 41.7, consistency score 25.0; reliability 0.869, activity 0.946, provisional",{}
Barbone,,,60.09,,38.4,25.0,0.8688,0.9425,34.09,True,41.63,1,154.0,"Barbone scores 34.09 with bancho score 60.1, recent tournament form 38.4, consistency score 25.0; reliability 0.869, activity 0.943, provisional",{}
Shirosora,,,54.75,,40.21,25.0,0.8688,0.9425,33.93,True,41.43,1,154.0,"Shirosora scores 33.93 with bancho score 54.8, recent tournament form 40.2, consistency score 25.0; reliability 0.869, activity 0.943, provisional",{}
5joshi,,,34.95,,48.25,25.0,0.8688,0.9393,33.87,True,41.5,1,168.0,"5joshi scores 33.87 with recent tournament form 48.2, bancho score 34.9, consistency score 25.0; reliability 0.869, activity 0.939, provisional",{}
szedis,,,40.96,,45.16,25.0,0.8688,0.9478,33.83,True,41.09,1,133.0,"szedis scores 33.83 with recent tournament form 45.2, bancho score 41.0, consistency score 25.0; reliability 0.869, activity 0.948, provisional",{}
Mornis,,,39.9,,46.1,25.0,0.8688,0.9393,33.79,True,41.4,1,168.0,"Mornis scores 33.79 with recent tournament form 46.1, bancho score 39.9, consistency score 25.0; reliability 0.869, activity 0.939, provisional",{}
John ethken,,,35.19,,47.73,25.0,0.8688,0.9409,33.72,True,41.25,1,161.0,"John ethken scores 33.72 with recent tournament form 47.7, bancho score 35.2, consistency score 25.0; reliability 0.869, activity 0.941, provisional",{}
Tartis,,,45.95,,44.87,25.0,0.8688,0.9202,33.67,True,42.12,1,288.0,"Tartis scores 33.67 with bancho score 46.0, recent tournament form 44.9, consistency score 25.0; reliability 0.869, activity 0.920, provisional",{}
n0 head,,,39.76,,45.74,25.0,0.8688,0.9409,33.64,True,41.15,1,161.0,"n0 head scores 33.64 with recent tournament form 45.7, bancho score 39.8, consistency score 25.0; reliability 0.869, activity 0.941, provisional",{}
aimbotcone,,,72.77,,31.65,25.0,0.8688,0.9457,33.37,True,40.61,1,141.0,"aimbotcone scores 33.37 with bancho score 72.8, recent tournament form 31.6, consistency score 25.0; reliability 0.869, activity 0.946, provisional",{}
tayko,,,44.84,,42.91,25.0,0.8688,0.9425,33.3,True,40.66,1,154.0,"tayko scores 33.30 with bancho score 44.8, recent tournament form 42.9, consistency score 25.0; reliability 0.869, activity 0.943, provisional",{}
Furamun,,,40.84,,44.47,25.0,0.8688,0.9423,33.27,True,40.64,1,155.0,"Furamun scores 33.27 with recent tournament form 44.5, bancho score 40.8, consistency score 25.0; reliability 0.869, activity 0.942, provisional",{}
Zigarette,,,35.74,,47.94,25.0,0.8688,0.9194,33.15,True,41.51,1,295.0,"Zigarette scores 33.15 with recent tournament form 47.9, bancho score 35.7, consistency score 25.0; reliability 0.869, activity 0.919, provisional",{}
Nekkid,,,43.0,,43.41,25.0,0.8688,0.9393,33.07,True,40.52,1,168.0,"Nekkid scores 33.07 with recent tournament form 43.4, bancho score 43.0, consistency score 25.0; reliability 0.869, activity 0.939, provisional",{}
El Milanga,,,38.16,,45.34,25.0,0.8688,0.9393,33.06,True,40.52,1,168.0,"El Milanga scores 33.06 with recent tournament form 45.3, bancho score 38.2, consistency score 25.0; reliability 0.869, activity 0.939, provisional",{}
Burning John,,,35.03,,26.3,99.87,0.8875,0.9409,33.04,True,39.56,2,161.0,"Burning John scores 33.04 with consistency score 99.9, bancho score 35.0, recent tournament form 26.3; reliability 0.887, activity 0.941, provisional",{}
PotJohn Nutella,,,37.97,,45.23,25.0,0.8688,0.9393,32.97,True,40.4,1,168.0,"PotJohn Nutella scores 32.97 with recent tournament form 45.2, bancho score 38.0, consistency score 25.0; reliability 0.869, activity 0.939, provisional",{}
Tutel,,,51.77,,39.44,25.0,0.8688,0.9409,32.89,True,40.24,1,161.0,"Tutel scores 32.89 with bancho score 51.8, recent tournament form 39.4, consistency score 25.0; reliability 0.869, activity 0.941, provisional",{}
Chipori,,,52.62,,38.7,25.0,0.8688,0.9457,32.86,True,40.0,1,141.0,"Chipori scores 32.86 with bancho score 52.6, recent tournament form 38.7, consistency score 25.0; reliability 0.869, activity 0.946, provisional",{}
shiyumi,,,32.64,,46.93,25.0,0.8688,0.9409,32.82,True,40.14,1,161.0,"shiyumi scores 32.82 with recent tournament form 46.9, bancho score 32.6, consistency score 25.0; reliability 0.869, activity 0.941, provisional",{}
GAO HAO,,,25.29,,49.5,25.0,0.8688,0.9459,32.8,True,39.92,1,140.0,"GAO HAO scores 32.80 with recent tournament form 49.5, bancho score 25.3, consistency score 25.0; reliability 0.869, activity 0.946, provisional",{}
iamVill,,,35.01,,46.08,25.0,0.8688,0.9389,32.79,True,40.2,1,170.0,"iamVill scores 32.79 with recent tournament form 46.1, bancho score 35.0, consistency score 25.0; reliability 0.869, activity 0.939, provisional",{}
gilgamesh815,,,20.49,,33.96,96.43,0.8875,0.9194,32.77,True,40.16,2,295.0,"gilgamesh815 scores 32.77 with consistency score 96.4, recent tournament form 34.0, bancho score 20.5; reliability 0.887, activity 0.919, provisional",{}
Vagabond,,,45.58,,43.13,25.0,0.8688,0.9187,32.71,True,40.98,1,302.0,"Vagabond scores 32.71 with bancho score 45.6, recent tournament form 43.1, consistency score 25.0; reliability 0.869, activity 0.919, provisional",{}
Seiong,,,49.27,,40.07,25.0,0.8688,0.9409,32.71,True,40.02,1,161.0,"Seiong scores 32.71 with bancho score 49.3, recent tournament form 40.1, consistency score 25.0; reliability 0.869, activity 0.941, provisional",{}
gheanfoil,,,46.56,,40.91,25.0,0.8688,0.9423,32.64,True,39.87,1,155.0,"gheanfoil scores 32.64 with bancho score 46.6, recent tournament form 40.9, consistency score 25.0; reliability 0.869, activity 0.942, provisional",{}
synoxa,,,57.46,,37.98,25.0,0.8688,0.921,32.59,True,40.74,1,281.0,"synoxa scores 32.59 with bancho score 57.5, recent tournament form 38.0, consistency score 25.0; reliability 0.869, activity 0.921, provisional",{}
Hinamon,,,46.82,,40.67,25.0,0.8688,0.9409,32.52,True,39.79,1,161.0,"Hinamon scores 32.52 with bancho score 46.8, recent tournament form 40.7, consistency score 25.0; reliability 0.869, activity 0.941, provisional",{}
Bomilk,,,46.65,,40.73,25.0,0.8688,0.9409,32.52,True,39.78,1,161.0,"Bomilk scores 32.52 with bancho score 46.7, recent tournament form 40.7, consistency score 25.0; reliability 0.869, activity 0.941, provisional",{}
8581210,,,52.08,,40.05,25.0,0.8688,0.9187,32.47,True,40.69,1,302.0,"8581210 scores 32.47 with bancho score 52.1, recent tournament form 40.0, consistency score 25.0; reliability 0.869, activity 0.919, provisional",{}
Spinesnight,,,33.58,,45.73,25.0,0.8688,0.9425,32.46,True,39.64,1,154.0,"Spinesnight scores 32.46 with recent tournament form 45.7, bancho score 33.6, consistency score 25.0; reliability 0.869, activity 0.943, provisional",{}
tfge,,,32.7,,47.58,25.0,0.8688,0.9194,32.39,True,40.55,1,295.0,"tfge scores 32.39 with recent tournament form 47.6, bancho score 32.7, consistency score 25.0; reliability 0.869, activity 0.919, provisional",{}
Homutan,,,51.03,,38.49,25.0,0.8688,0.9423,32.33,True,39.49,1,155.0,"Homutan scores 32.33 with bancho score 51.0, recent tournament form 38.5, consistency score 25.0; reliability 0.869, activity 0.942, provisional",{}
Gonzah,,,52.69,,37.68,25.0,0.8688,0.9439,32.31,True,39.4,1,148.0,"Gonzah scores 32.31 with bancho score 52.7, recent tournament form 37.7, consistency score 25.0; reliability 0.869, activity 0.944, provisional",{}
flyond,,,26.53,,48.37,25.0,0.8688,0.9393,32.26,True,39.54,1,168.0,"flyond scores 32.26 with recent tournament form 48.4, bancho score 26.5, consistency score 25.0; reliability 0.869, activity 0.939, provisional",{}
viciobylike,,,46.86,,39.94,25.0,0.8688,0.9409,32.17,True,39.35,1,161.0,"viciobylike scores 32.17 with bancho score 46.9, recent tournament form 39.9, consistency score 25.0; reliability 0.869, activity 0.941, provisional",{}
ChaiPhukChep,,,42.36,,41.64,25.0,0.8688,0.9409,32.12,True,39.29,1,161.0,"ChaiPhukChep scores 32.12 with bancho score 42.4, recent tournament form 41.6, consistency score 25.0; reliability 0.869, activity 0.941, provisional",{}
haga1115,,,50.12,,38.25,25.0,0.8688,0.9423,32.03,True,39.12,1,155.0,"haga1115 scores 32.03 with bancho score 50.1, recent tournament form 38.2, consistency score 25.0; reliability 0.869, activity 0.942, provisional",{}
Nev-,,,42.55,,42.88,25.0,0.8688,0.9194,32.02,True,40.09,1,295.0,"Nev- scores 32.02 with recent tournament form 42.9, bancho score 42.5, consistency score 25.0; reliability 0.869, activity 0.919, provisional",{}
Homura--,,,33.17,,44.88,25.0,0.8688,0.9442,32.02,True,39.03,1,147.0,"Homura-- scores 32.02 with recent tournament form 44.9, bancho score 33.2, consistency score 25.0; reliability 0.869, activity 0.944, provisional",{}
shouponpon,,,38.35,,42.75,25.0,0.8688,0.9423,31.92,True,38.99,1,155.0,"shouponpon scores 31.92 with recent tournament form 42.8, bancho score 38.4, consistency score 25.0; reliability 0.869, activity 0.942, provisional",{}
Lunasa,,,42.03,,41.3,25.0,0.8688,0.9409,31.89,True,39.01,1,161.0,"Lunasa scores 31.89 with bancho score 42.0, recent tournament form 41.3, consistency score 25.0; reliability 0.869, activity 0.941, provisional",{}
baoo,,,38.71,,42.67,25.0,0.8688,0.9389,31.84,True,39.03,1,170.0,"baoo scores 31.84 with recent tournament form 42.7, bancho score 38.7, consistency score 25.0; reliability 0.869, activity 0.939, provisional",{}
BELLOFIGO,,,40.28,,41.67,25.0,0.8688,0.9378,31.62,True,38.81,1,175.0,"BELLOFIGO scores 31.62 with recent tournament form 41.7, bancho score 40.3, consistency score 25.0; reliability 0.869, activity 0.938, provisional",{}
danialinoo,,,39.49,,41.7,25.0,0.8688,0.9409,31.58,True,38.63,1,161.0,"danialinoo scores 31.58 with recent tournament form 41.7, bancho score 39.5, consistency score 25.0; reliability 0.869, activity 0.941, provisional",{}
towny1,,,44.31,,39.57,25.0,0.8688,0.942,31.52,True,38.51,1,156.0,"towny1 scores 31.52 with bancho score 44.3, recent tournament form 39.6, consistency score 25.0; reliability 0.869, activity 0.942, provisional",{}
[dekori],,,39.45,,41.41,25.0,0.8688,0.942,31.47,True,38.45,1,156.0,"[dekori] scores 31.47 with recent tournament form 41.4, bancho score 39.5, consistency score 25.0; reliability 0.869, activity 0.942, provisional",{}
Meower,,,38.61,,41.9,25.0,0.8688,0.9391,31.45,True,38.54,1,169.0,"Meower scores 31.45 with recent tournament form 41.9, bancho score 38.6, consistency score 25.0; reliability 0.869, activity 0.939, provisional",{}
EVIL BALNER,,,34.87,,43.38,25.0,0.8688,0.9393,31.44,True,38.53,1,168.0,"EVIL BALNER scores 31.44 with recent tournament form 43.4, bancho score 34.9, consistency score 25.0; reliability 0.869, activity 0.939, provisional",{}
BabyScylla,,,35.39,,42.86,25.0,0.8688,0.942,31.38,True,38.34,1,156.0,"BabyScylla scores 31.38 with recent tournament form 42.9, bancho score 35.4, consistency score 25.0; reliability 0.869, activity 0.942, provisional",{}
kagiura,,,32.03,,44.07,25.0,0.8688,0.9425,31.33,True,38.26,1,154.0,"kagiura scores 31.33 with recent tournament form 44.1, bancho score 32.0, consistency score 25.0; reliability 0.869, activity 0.943, provisional",{}
defii,,,42.41,,41.28,25.0,0.8688,0.9203,31.25,True,39.09,1,287.0,"defii scores 31.25 with bancho score 42.4, recent tournament form 41.3, consistency score 25.0; reliability 0.869, activity 0.920, provisional",{}
Kalanluu,,,27.78,,45.61,25.0,0.8688,0.9423,31.24,True,38.16,1,155.0,"Kalanluu scores 31.24 with recent tournament form 45.6, bancho score 27.8, consistency score 25.0; reliability 0.869, activity 0.942, provisional",{}
fedotoff,,,52.73,,37.24,25.0,0.8688,0.9181,31.22,True,39.14,1,308.0,"fedotoff scores 31.22 with bancho score 52.7, recent tournament form 37.2, consistency score 25.0; reliability 0.869, activity 0.918, provisional",{}
stllok,,,20.47,,50.0,25.0,0.8688,0.918,31.15,True,39.05,1,309.0,"stllok scores 31.15 with recent tournament form 50.0, consistency score 25.0, bancho score 20.5; reliability 0.869, activity 0.918, provisional",{}
3uma,,,35.85,,42.06,25.0,0.8688,0.9409,31.04,True,37.97,1,161.0,"3uma scores 31.04 with recent tournament form 42.1, bancho score 35.8, consistency score 25.0; reliability 0.869, activity 0.941, provisional",{}
Hana buys milk,,,43.81,,38.55,25.0,0.8688,0.9439,30.98,True,37.77,1,148.0,"Hana buys milk scores 30.98 with bancho score 43.8, recent tournament form 38.5, consistency score 25.0; reliability 0.869, activity 0.944, provisional",{}
-NyX,,,37.75,,41.09,25.0,0.8688,0.9407,30.93,True,37.84,1,162.0,"-NyX scores 30.93 with recent tournament form 41.1, bancho score 37.8, consistency score 25.0; reliability 0.869, activity 0.941, provisional",{}
nooneloves,,,47.13,,37.05,25.0,0.8688,0.9393,30.74,True,37.67,1,168.0,"nooneloves scores 30.74 with bancho score 47.1, recent tournament form 37.0, consistency score 25.0; reliability 0.869, activity 0.939, provisional",{}
Kotsik,,,51.63,,35.22,25.0,0.8688,0.9393,30.73,True,37.65,1,168.0,"Kotsik scores 30.73 with bancho score 51.6, recent tournament form 35.2, consistency score 25.0; reliability 0.869, activity 0.939, provisional",{}
ZeitFrost,,,37.92,,40.05,25.0,0.8688,0.9457,30.61,True,37.25,1,141.0,"ZeitFrost scores 30.61 with recent tournament form 40.0, bancho score 37.9, consistency score 25.0; reliability 0.869, activity 0.946, provisional",{}
Hibiki,,,33.26,,42.05,25.0,0.8688,0.9393,30.47,True,37.34,1,168.0,"Hibiki scores 30.47 with recent tournament form 42.0, bancho score 33.3, consistency score 25.0; reliability 0.869, activity 0.939, provisional",{}
Crestive,,,42.5,,39.68,25.0,0.8688,0.9194,30.46,True,38.14,1,295.0,"Crestive scores 30.46 with bancho score 42.5, recent tournament form 39.7, consistency score 25.0; reliability 0.869, activity 0.919, provisional",{}
mabayu,,,34.01,,41.63,25.0,0.8688,0.9409,30.46,True,37.26,1,161.0,"mabayu scores 30.46 with recent tournament form 41.6, bancho score 34.0, consistency score 25.0; reliability 0.869, activity 0.941, provisional",{}
Ievi-,,,33.69,,41.67,25.0,0.8688,0.9423,30.46,True,37.21,1,155.0,"Ievi- scores 30.46 with recent tournament form 41.7, bancho score 33.7, consistency score 25.0; reliability 0.869, activity 0.942, provisional",{}
marbl,,,38.42,,39.69,25.0,0.8688,0.942,30.41,True,37.16,1,156.0,"marbl scores 30.41 with recent tournament form 39.7, bancho score 38.4, consistency score 25.0; reliability 0.869, activity 0.942, provisional",{}
NO37,,,31.16,,42.43,25.0,0.8688,0.9439,30.39,True,37.06,1,148.0,"NO37 scores 30.39 with recent tournament form 42.4, bancho score 31.2, consistency score 25.0; reliability 0.869, activity 0.944, provisional",{}
MyAimPeeps,,,33.7,,41.42,25.0,0.8688,0.9393,30.24,True,37.06,1,168.0,"MyAimPeeps scores 30.24 with recent tournament form 41.4, bancho score 33.7, consistency score 25.0; reliability 0.869, activity 0.939, provisional",{}
DaHuJka,,,38.5,,40.84,25.0,0.8688,0.9187,30.23,True,37.87,1,302.0,"DaHuJka scores 30.23 with recent tournament form 40.8, bancho score 38.5, consistency score 25.0; reliability 0.869, activity 0.919, provisional",{}
Lirumin,,,30.73,,43.92,25.0,0.8688,0.9187,30.22,True,37.86,1,302.0,"Lirumin scores 30.22 with recent tournament form 43.9, bancho score 30.7, consistency score 25.0; reliability 0.869, activity 0.919, provisional",{}
Kuronora,,,35.42,,40.59,25.0,0.8688,0.9391,30.17,True,36.97,1,169.0,"Kuronora scores 30.17 with recent tournament form 40.6, bancho score 35.4, consistency score 25.0; reliability 0.869, activity 0.939, provisional",{}
toybot,,,40.89,,39.66,25.0,0.8688,0.9194,30.14,True,37.74,1,295.0,"toybot scores 30.14 with bancho score 40.9, recent tournament form 39.7, consistency score 25.0; reliability 0.869, activity 0.919, provisional",{}
GodRoPoNiKa,,,51.37,,35.46,25.0,0.8688,0.9187,30.12,True,37.73,1,302.0,"GodRoPoNiKa scores 30.12 with bancho score 51.4, recent tournament form 35.5, consistency score 25.0; reliability 0.869, activity 0.919, provisional",{}
Lightningfox,,,21.94,,45.67,25.0,0.8688,0.9423,30.12,True,36.79,1,155.0,"Lightningfox scores 30.12 with recent tournament form 45.7, consistency score 25.0, bancho score 21.9; reliability 0.869, activity 0.942, provisional",{}
karate,,,39.93,,39.87,25.0,0.8688,0.9202,30.09,True,37.63,1,288.0,"karate scores 30.09 with bancho score 39.9, recent tournament form 39.9, consistency score 25.0; reliability 0.869, activity 0.920, provisional",{}
MYKEYBOARD,,,49.37,,34.38,25.0,0.8688,0.9457,30.07,True,36.59,1,141.0,"MYKEYBOARD scores 30.07 with bancho score 49.4, recent tournament form 34.4, consistency score 25.0; reliability 0.869, activity 0.946, provisional",{}
nemq,,,31.29,,43.15,25.0,0.8688,0.9194,29.97,True,37.52,1,295.0,"nemq scores 29.97 with recent tournament form 43.1, bancho score 31.3, consistency score 25.0; reliability 0.869, activity 0.919, provisional",{}
RyooYamada,,,62.38,,30.64,25.0,0.8688,0.9188,29.92,True,37.48,1,301.0,"RyooYamada scores 29.92 with bancho score 62.4, recent tournament form 30.6, consistency score 25.0; reliability 0.869, activity 0.919, provisional",{}
ming0328ming,,,34.91,,40.28,25.0,0.8688,0.9393,29.92,True,36.66,1,168.0,"ming0328ming scores 29.92 with recent tournament form 40.3, bancho score 34.9, consistency score 25.0; reliability 0.869, activity 0.939, provisional",{}
Clutch,,,40.5,,37.78,25.0,0.8688,0.9423,29.88,True,36.5,1,155.0,"Clutch scores 29.88 with bancho score 40.5, recent tournament form 37.8, consistency score 25.0; reliability 0.869, activity 0.942, provisional",{}
godzilla,,,25.45,,45.17,25.0,0.8688,0.9187,29.8,True,37.33,1,302.0,"godzilla scores 29.80 with recent tournament form 45.2, bancho score 25.4, consistency score 25.0; reliability 0.869, activity 0.919, provisional",{}
Big Yikes,,,32.11,,41.1,25.0,0.8688,0.9391,29.77,True,36.48,1,169.0,"Big Yikes scores 29.77 with recent tournament form 41.1, bancho score 32.1, consistency score 25.0; reliability 0.869, activity 0.939, provisional",{}
Lantis,,,38.19,,38.35,25.0,0.8688,0.9423,29.71,True,36.29,1,155.0,"Lantis scores 29.71 with recent tournament form 38.4, bancho score 38.2, consistency score 25.0; reliability 0.869, activity 0.942, provisional",{}
hosesan1020,,,37.15,,38.75,25.0,0.8688,0.9423,29.7,True,36.28,1,155.0,"hosesan1020 scores 29.70 with recent tournament form 38.8, bancho score 37.1, consistency score 25.0; reliability 0.869, activity 0.942, provisional",{}
Pregnancy,,,38.12,,38.32,25.0,0.8688,0.9393,29.59,True,36.25,1,168.0,"Pregnancy scores 29.59 with recent tournament form 38.3, bancho score 38.1, consistency score 25.0; reliability 0.869, activity 0.939, provisional",{}
Emerald Ages,,,23.27,,45.48,25.0,0.8688,0.9194,29.55,True,36.99,1,295.0,"Emerald Ages scores 29.55 with recent tournament form 45.5, consistency score 25.0, bancho score 23.3; reliability 0.869, activity 0.919, provisional",{}
thebeastjona,,,40.9,,36.88,25.0,0.8688,0.9389,29.41,True,36.05,1,170.0,"thebeastjona scores 29.41 with bancho score 40.9, recent tournament form 36.9, consistency score 25.0; reliability 0.869, activity 0.939, provisional",{}
duke,,,33.84,,39.55,25.0,0.8688,0.9407,29.39,True,35.96,1,162.0,"duke scores 29.39 with recent tournament form 39.5, bancho score 33.8, consistency score 25.0; reliability 0.869, activity 0.941, provisional",{}
Tofy,,,49.92,,33.07,25.0,0.8688,0.9409,29.37,True,35.93,1,161.0,"Tofy scores 29.37 with bancho score 49.9, recent tournament form 33.1, consistency score 25.0; reliability 0.869, activity 0.941, provisional",{}
My Angel Adry,,,28.13,,41.6,25.0,0.8688,0.9409,29.28,True,35.82,1,161.0,"My Angel Adry scores 29.28 with recent tournament form 41.6, bancho score 28.1, consistency score 25.0; reliability 0.869, activity 0.941, provisional",{}
AlexBelea,,,34.63,,38.78,25.0,0.8688,0.9423,29.21,True,35.69,1,155.0,"AlexBelea scores 29.21 with recent tournament form 38.8, bancho score 34.6, consistency score 25.0; reliability 0.869, activity 0.942, provisional",{}
YokesPai,,,26.76,,41.76,25.0,0.8688,0.9439,29.18,True,35.58,1,148.0,"YokesPai scores 29.18 with recent tournament form 41.8, bancho score 26.8, consistency score 25.0; reliability 0.869, activity 0.944, provisional",{}
lystia,,,36.15,,37.96,25.0,0.8688,0.9439,29.16,True,35.56,1,148.0,"lystia scores 29.16 with recent tournament form 38.0, bancho score 36.2, consistency score 25.0; reliability 0.869, activity 0.944, provisional",{}
orngoos,,,48.68,,34.5,25.0,0.8688,0.9188,29.14,True,36.5,1,301.0,"orngoos scores 29.14 with bancho score 48.7, recent tournament form 34.5, consistency score 25.0; reliability 0.869, activity 0.919, provisional",{}
vljoy209,,,48.78,,34.41,25.0,0.8688,0.9187,29.11,True,36.47,1,302.0,"vljoy209 scores 29.11 with bancho score 48.8, recent tournament form 34.4, consistency score 25.0; reliability 0.869, activity 0.919, provisional",{}
bobiak,,,40.12,,37.65,25.0,0.8688,0.9203,29.05,True,36.33,1,287.0,"bobiak scores 29.05 with bancho score 40.1, recent tournament form 37.6, consistency score 25.0; reliability 0.869, activity 0.920, provisional",{}
Another Guy,,,33.63,,39.07,25.0,0.8688,0.9389,29.05,True,35.62,1,170.0,"Another Guy scores 29.05 with recent tournament form 39.1, bancho score 33.6, consistency score 25.0; reliability 0.869, activity 0.939, provisional",{}
stellasu,,,29.39,,41.61,25.0,0.8688,0.9194,28.86,True,36.13,1,295.0,"stellasu scores 28.86 with recent tournament form 41.6, bancho score 29.4, consistency score 25.0; reliability 0.869, activity 0.919, provisional",{}
Orkay,,,36.72,,37.03,25.0,0.8688,0.9423,28.76,True,35.13,1,155.0,"Orkay scores 28.76 with recent tournament form 37.0, bancho score 36.7, consistency score 25.0; reliability 0.869, activity 0.942, provisional",{}
ItzZeroIce,,,30.97,,39.31,25.0,0.8688,0.9409,28.71,True,35.12,1,161.0,"ItzZeroIce scores 28.71 with recent tournament form 39.3, bancho score 31.0, consistency score 25.0; reliability 0.869, activity 0.941, provisional",{}
Aotoleen,,,31.88,,38.84,25.0,0.8688,0.9423,28.7,True,35.06,1,155.0,"Aotoleen scores 28.70 with recent tournament form 38.8, bancho score 31.9, consistency score 25.0; reliability 0.869, activity 0.942, provisional",{}
Eagle5324,,,45.56,,33.14,25.0,0.8688,0.9409,28.54,True,34.92,1,161.0,"Eagle5324 scores 28.54 with bancho score 45.6, recent tournament form 33.1, consistency score 25.0; reliability 0.869, activity 0.941, provisional",{}
Fejlan,,,23.43,,41.88,25.0,0.8688,0.9423,28.53,True,34.85,1,155.0,"Fejlan scores 28.53 with recent tournament form 41.9, consistency score 25.0, bancho score 23.4; reliability 0.869, activity 0.942, provisional",{}
perhap,,,25.49,,41.01,25.0,0.8688,0.9425,28.51,True,34.82,1,154.0,"perhap scores 28.51 with recent tournament form 41.0, bancho score 25.5, consistency score 25.0; reliability 0.869, activity 0.943, provisional",{}
Hober38,,,45.61,,32.66,25.0,0.8688,0.9439,28.41,True,34.64,1,148.0,"Hober38 scores 28.41 with bancho score 45.6, recent tournament form 32.7, consistency score 25.0; reliability 0.869, activity 0.944, provisional",{}
aahoff,,,30.07,,40.16,25.0,0.8688,0.9194,28.29,True,35.42,1,295.0,"aahoff scores 28.29 with recent tournament form 40.2, bancho score 30.1, consistency score 25.0; reliability 0.869, activity 0.919, provisional",{}
NO67,,,27.56,,39.7,25.0,0.8688,0.9423,28.27,True,34.53,1,155.0,"NO67 scores 28.27 with recent tournament form 39.7, bancho score 27.6, consistency score 25.0; reliability 0.869, activity 0.942, provisional",{}
Grippeh,,,32.63,,37.64,25.0,0.8688,0.9423,28.25,True,34.51,1,155.0,"Grippeh scores 28.25 with recent tournament form 37.6, bancho score 32.6, consistency score 25.0; reliability 0.869, activity 0.942, provisional",{}
MiguisXD,,,33.89,,37.14,25.0,0.8688,0.9409,28.21,True,34.51,1,161.0,"MiguisXD scores 28.21 with recent tournament form 37.1, bancho score 33.9, consistency score 25.0; reliability 0.869, activity 0.941, provisional",{}
