username,elitebotix_score,skill_issue_score,bancho_score,lazer_score,recent_tournament_form,consistency_score,reliability_multiplier,activity_multiplier,final_power_score,provisional,base_power_score,tournaments_played_last_12m,days_since_last_event,explanation,debug
Saiyku,,,66.74,,58.96,25.0,0.8688,0.9459,45.78,True,55.7,1,140.0,"Saiyku scores 45.78 with bancho score 66.7, recent tournament form 59.0, consistency score 25.0; reliability 0.869, activity 0.946, provisional",{}
Indiana,,,36.16,,60.85,68.91,0.8875,0.9187,45.73,True,56.09,2,302.0,"Indiana scores 45.73 with consistency score 68.9, recent tournament form 60.9, bancho score 36.2; reliability 0.887, activity 0.919, provisional",{}
Pinguinzi,,,49.04,,45.84,98.35,0.8875,0.9439,45.72,True,54.57,2,148.0,"Pinguinzi scores 45.72 with consistency score 98.3, bancho score 49.0, recent tournament form 45.8; reliability 0.887, activity 0.944, provisional",{}
distantmemory,,,37.85,,54.16,99.58,0.8688,0.918,45.53,True,57.09,1,309.0,"distantmemory scores 45.53 with consistency score 99.6, recent tournament form 54.2, bancho score 37.8; reliability 0.869, activity 0.918, provisional",{}
Nopekjk,,,33.28,,52.55,94.62,0.8875,0.9457,45.53,True,54.25,2,141.0,"Nopekjk scores 45.53 with consistency score 94.6, recent tournament form 52.5, bancho score 33.3; reliability 0.887, activity 0.946, provisional",{}
ZaNy_,,,33.62,,52.1,88.77,0.9062,0.9425,45.42,False,53.18,3,154.0,"ZaNy_ scores 45.42 with consistency score 88.8, recent tournament form 52.1, bancho score 33.6; reliability 0.906, activity 0.943",{}
fedotoff,,,52.73,,49.09,86.9,0.8875,0.9181,45.39,True,55.7,2,308.0,"fedotoff scores 45.39 with consistency score 86.9, bancho score 52.7, recent tournament form 49.1; reliability 0.887, activity 0.918, provisional",{}
Mike Tyson,,,56.42,,44.94,95.31,0.8688,0.9423,45.32,True,55.35,1,155.0,"Mike Tyson scores 45.32 with consistency score 95.3, bancho score 56.4, recent tournament form 44.9; reliability 0.869, activity 0.942, provisional",{}
Emilbus,,,45.81,,47.88,90.73,0.8875,0.9442,45.14,True,53.87,2,147.0,"Emilbus scores 45.14 with consistency score 90.7, recent tournament form 47.9, bancho score 45.8; reliability 0.887, activity 0.944, provisional",{}
GNX,,,46.13,,45.8,84.28,0.9062,0.9631,45.13,False,51.71,3,83.0,"GNX scores 45.13 with consistency score 84.3, bancho score 46.1, recent tournament form 45.8; reliability 0.906, activity 0.963",{}
Jerma985,,,42.48,,52.0,96.82,0.8688,0.9161,44.95,True,56.48,1,329.0,"Jerma985 scores 44.95 with consistency score 96.8, recent tournament form 52.0, bancho score 42.5; reliability 0.869, activity 0.916, provisional",{}
willy0214,,,59.66,,60.2,25.0,0.8688,0.9425,44.82,True,54.74,1,154.0,"willy0214 scores 44.82 with recent tournament form 60.2, bancho score 59.7, consistency score 25.0; reliability 0.869, activity 0.943, provisional",{}
-Puyu,,,42.87,,51.18,88.97,0.8688,0.9393,44.79,True,54.89,1,168.0,"-Puyu scores 44.79 with consistency score 89.0, recent tournament form 51.2, bancho score 42.9; reliability 0.869, activity 0.939, provisional",{}
Fleh,,,56.19,,45.19,88.43,0.8688,0.9457,44.7,True,54.41,1,141.0,"Fleh scores 44.70 with consistency score 88.4, bancho score 56.2, recent tournament form 45.2; reliability 0.869, activity 0.946, provisional",{}
NOUMEN BREAK,,,47.07,,46.65,90.24,0.8875,0.9425,44.63,True,53.36,2,154.0,"NOUMEN BREAK scores 44.63 with consistency score 90.2, bancho score 47.1, recent tournament form 46.6; reliability 0.887, activity 0.943, provisional",{}
Satsukiiii,,,42.83,,47.99,99.07,0.8688,0.9425,44.61,True,54.48,1,154.0,"Satsukiiii scores 44.61 with consistency score 99.1, recent tournament form 48.0, bancho score 42.8; reliability 0.869, activity 0.943, provisional",{}
maxim,,,50.46,,44.75,91.0,0.8875,0.9439,44.52,True,53.14,2,148.0,"maxim scores 44.52 with consistency score 91.0, bancho score 50.5, recent tournament form 44.8; reliability 0.887, activity 0.944, provisional",{}
Stixe,,,53.47,,41.6,93.66,0.8875,0.958,44.52,True,52.37,2,98.0,"Stixe scores 44.52 with consistency score 93.7, bancho score 53.5, recent tournament form 41.6; reliability 0.887, activity 0.958, provisional",{}
szedis,,,40.96,,51.01,79.57,0.8875,0.9478,44.5,True,52.9,2,133.0,"szedis scores 44.50 with consistency score 79.6, recent tournament form 51.0, bancho score 41.0; reliability 0.887, activity 0.948, provisional",{}
yip,,,36.47,,51.2,86.43,0.8875,0.9459,44.47,True,52.97,2,140.0,"yip scores 44.47 with consistency score 86.4, recent tournament form 51.2, bancho score 36.5; reliability 0.887, activity 0.946, provisional",{}
Dawnwing,,,37.01,,49.94,84.45,0.9062,0.9409,44.37,False,52.03,3,161.0,"Dawnwing scores 44.37 with consistency score 84.5, recent tournament form 49.9, bancho score 37.0; reliability 0.906, activity 0.941",{}
PLOXARU,,,77.08,,52.42,25.0,0.8688,0.9393,44.27,True,54.24,1,168.0,"PLOXARU scores 44.27 with bancho score 77.1, recent tournament form 52.4, consistency score 25.0; reliability 0.869, activity 0.939, provisional",{}
JapWhite,,,56.54,,44.41,81.13,0.8875,0.9425,44.26,True,52.91,2,154.0,"JapWhite scores 44.26 with consistency score 81.1, bancho score 56.5, recent tournament form 44.4; reliability 0.887, activity 0.943, provisional",{}
Kehest,,,31.49,,48.66,96.83,0.9062,0.9423,44.23,False,51.8,3,155.0,"Kehest scores 44.23 with consistency score 96.8, recent tournament form 48.7, bancho score 31.5; reliability 0.906, activity 0.942",{}
def,,,64.01,,57.56,25.0,0.8688,0.9389,44.2,True,54.19,1,170.0,"def scores 44.20 with bancho score 64.0, recent tournament form 57.6, consistency score 25.0; reliability 0.869, activity 0.939, provisional",{}
Mahmood,,,57.99,,41.14,89.95,0.8875,0.9439,44.08,True,52.62,2,148.0,"Mahmood scores 44.08 with consistency score 90.0, bancho score 58.0, recent tournament form 41.1; reliability 0.887, activity 0.944, provisional",{}
Tim Kackner,,,51.5,,44.39,93.44,0.8688,0.9457,43.99,True,53.55,1,141.0,"Tim Kackner scores 43.99 with consistency score 93.4, bancho score 51.5, recent tournament form 44.4; reliability 0.869, activity 0.946, provisional",{}
Isak-,,,45.66,,45.29,91.62,0.8875,0.9423,43.82,True,52.4,2,155.0,"Isak- scores 43.82 with consistency score 91.6, bancho score 45.7, recent tournament form 45.3; reliability 0.887, activity 0.942, provisional",{}
fudge,,,57.92,,45.63,62.59,0.9062,0.9439,43.78,False,51.18,3,148.0,"fudge scores 43.78 with consistency score 62.6, bancho score 57.9, recent tournament form 45.6; reliability 0.906, activity 0.944",{}
Zigarette,,,35.74,,50.02,96.69,0.8875,0.9194,43.76,True,53.63,2,295.0,"Zigarette scores 43.76 with consistency score 96.7, recent tournament form 50.0, bancho score 35.7; reliability 0.887, activity 0.919, provisional",{}
Musty,,,39.91,,56.69,54.59,0.8875,0.9425,43.75,True,52.3,2,154.0,"Musty scores 43.75 with recent tournament form 56.7, consistency score 54.6, bancho score 39.9; reliability 0.887, activity 0.943, provisional",{}
TTv_UFO,,,64.73,,57.86,25.0,0.8688,0.9195,43.58,True,54.55,1,294.0,"TTv_UFO scores 43.58 with bancho score 64.7, recent tournament form 57.9, consistency score 25.0; reliability 0.869, activity 0.919, provisional",{}
spray-,,,37.82,,47.93,90.04,0.8875,0.9423,43.37,True,51.86,2,155.0,"spray- scores 43.37 with consistency score 90.0, recent tournament form 47.9, bancho score 37.8; reliability 0.887, activity 0.942, provisional",{}
Tartis,,,45.95,,49.24,86.21,0.8688,0.9202,43.21,True,54.04,1,288.0,"Tartis scores 43.21 with consistency score 86.2, recent tournament form 49.2, bancho score 46.0; reliability 0.869, activity 0.920, provisional",{}
chests,,,31.12,,49.9,90.96,0.8875,0.9409,43.06,True,51.57,2,161.0,"chests scores 43.06 with consistency score 91.0, recent tournament form 49.9, bancho score 31.1; reliability 0.887, activity 0.941, provisional",{}
lonq noir,,,39.79,,50.91,89.46,0.8688,0.9166,43.05,True,54.05,1,323.0,"lonq noir scores 43.05 with consistency score 89.5, recent tournament form 50.9, bancho score 39.8; reliability 0.869, activity 0.917, provisional",{}
GAO HAO,,,25.29,,49.63,98.95,0.8875,0.9459,42.98,True,51.2,2,140.0,"GAO HAO scores 42.98 with consistency score 99.0, recent tournament form 49.6, bancho score 25.3; reliability 0.887, activity 0.946, provisional",{}
AllyrD,,,49.29,,45.81,83.93,0.8688,0.9423,42.92,True,52.43,1,155.0,"AllyrD scores 42.92 with consistency score 83.9, bancho score 49.3, recent tournament form 45.8; reliability 0.869, activity 0.942, provisional",{}
uatzap,,,42.33,,63.07,25.0,0.8688,0.9391,42.65,True,52.27,1,169.0,"uatzap scores 42.65 with recent tournament form 63.1, bancho score 42.3, consistency score 25.0; reliability 0.869, activity 0.939, provisional",{}
John ethken,,,35.19,,46.63,93.61,0.8875,0.9409,42.57,True,50.98,2,161.0,"John ethken scores 42.57 with consistency score 93.6, recent tournament form 46.6, bancho score 35.2; reliability 0.887, activity 0.941, provisional",{}
Arz3,,,39.62,,46.85,85.01,0.8875,0.9409,42.49,True,50.88,2,161.0,"Arz3 scores 42.49 with consistency score 85.0, recent tournament form 46.9, bancho score 39.6; reliability 0.887, activity 0.941, provisional",{}
savilju,,,36.92,,44.19,92.55,0.9062,0.9423,42.49,False,49.75,3,155.0,"savilju scores 42.49 with consistency score 92.5, recent tournament form 44.2, bancho score 36.9; reliability 0.906, activity 0.942",{}
arbusion,,,38.98,,49.33,92.1,0.8688,0.9168,42.46,True,53.3,1,321.0,"arbusion scores 42.46 with consistency score 92.1, recent tournament form 49.3, bancho score 39.0; reliability 0.869, activity 0.917, provisional",{}
Mayuri,,,37.04,,50.97,87.85,0.8688,0.9161,42.33,True,53.18,1,329.0,"Mayuri scores 42.33 with consistency score 87.8, recent tournament form 51.0, bancho score 37.0; reliability 0.869, activity 0.916, provisional",{}
Spinesnight,,,33.58,,47.19,91.44,0.8875,0.9425,42.32,True,50.59,2,154.0,"Spinesnight scores 42.32 with consistency score 91.4, recent tournament form 47.2, bancho score 33.6; reliability 0.887, activity 0.943, provisional",{}
Flameztear,,,48.13,,47.28,75.12,0.8875,0.9202,42.23,True,51.71,2,288.0,"Flameztear scores 42.23 with consistency score 75.1, bancho score 48.1, recent tournament form 47.3; reliability 0.887, activity 0.920, provisional",{}
sharytory,,,48.02,,59.16,25.0,0.8688,0.9478,42.23,True,51.28,1,133.0,"sharytory scores 42.23 with recent tournament form 59.2, bancho score 48.0, consistency score 25.0; reliability 0.869, activity 0.948, provisional",{}
Homura--,,,33.17,,47.03,89.34,0.8875,0.9442,41.97,True,50.08,2,147.0,"Homura-- scores 41.97 with consistency score 89.3, recent tournament form 47.0, bancho score 33.2; reliability 0.887, activity 0.944, provisional",{}
Zeisen Udongein,,,52.65,,62.09,25.0,0.85,0.9105,41.93,True,54.18,0,406.0,"Zeisen Udongein scores 41.93 with recent tournament form 62.1, bancho score 52.7, consistency score 25.0; reliability 0.850, activity 0.910, provisional",{}
Accolibed,,,90.46,,41.48,25.0,0.8688,0.9439,41.71,True,50.86,1,148.0,"Accolibed scores 41.71 with bancho score 90.5, recent tournament form 41.5, consistency score 25.0; reliability 0.869, activity 0.944, provisional",{}
Ternafis,,,27.72,,52.74,74.16,0.8875,0.9409,41.69,True,49.92,2,161.0,"Ternafis scores 41.69 with consistency score 74.2, recent tournament form 52.7, bancho score 27.7; reliability 0.887, activity 0.941, provisional",{}
nooneloves,,,47.13,,40.53,92.08,0.8875,0.9393,41.63,True,49.94,2,168.0,"nooneloves scores 41.63 with consistency score 92.1, bancho score 47.1, recent tournament form 40.5; reliability 0.887, activity 0.939, provisional",{}
nekore,,,51.7,,43.18,88.39,0.8688,0.9179,41.54,True,52.1,1,310.0,"nekore scores 41.54 with consistency score 88.4, bancho score 51.7, recent tournament form 43.2; reliability 0.869, activity 0.918, provisional",{}
Zucchiniii,,,33.81,,66.03,25.0,0.8688,0.9181,41.48,True,52.0,1,308.0,"Zucchiniii scores 41.48 with recent tournament form 66.0, bancho score 33.8, consistency score 25.0; reliability 0.869, activity 0.918, provisional",{}
Xaver,,,51.0,,39.86,84.96,0.8875,0.9459,41.46,True,49.39,2,140.0,"Xaver scores 41.46 with consistency score 85.0, bancho score 51.0, recent tournament form 39.9; reliability 0.887, activity 0.946, provisional",{}
BabyScylla,,,35.39,,43.3,97.43,0.8875,0.942,41.45,True,49.58,2,156.0,"BabyScylla scores 41.45 with consistency score 97.4, recent tournament form 43.3, bancho score 35.4; reliability 0.887, activity 0.942, provisional",{}
Kalanluu,,,27.78,,47.16,92.86,0.8875,0.9423,41.3,True,49.39,2,155.0,"Kalanluu scores 41.30 with consistency score 92.9, recent tournament form 47.2, bancho score 27.8; reliability 0.887, activity 0.942, provisional",{}
EZChamp,,,60.18,,57.75,25.0,0.85,0.91,41.29,True,53.38,0,415.0,"EZChamp scores 41.29 with bancho score 60.2, recent tournament form 57.8, consistency score 25.0; reliability 0.850, activity 0.910, provisional",{}
Eirra,,,30.05,,50.08,85.55,0.8875,0.9194,41.29,True,50.6,2,295.0,"Eirra scores 41.29 with consistency score 85.5, recent tournament form 50.1, bancho score 30.0; reliability 0.887, activity 0.919, provisional",{}
Nev-,,,42.55,,44.23,95.79,0.8688,0.9194,41.24,True,51.63,1,295.0,"Nev- scores 41.24 with consistency score 95.8, recent tournament form 44.2, bancho score 42.5; reliability 0.869, activity 0.919, provisional",{}
MALTESER,,,59.41,,37.29,80.05,0.8875,0.9439,41.16,True,49.13,2,148.0,"MALTESER scores 41.16 with consistency score 80.0, bancho score 59.4, recent tournament form 37.3; reliability 0.887, activity 0.944, provisional",{}
stellasu,,,29.39,,49.13,89.12,0.8875,0.9194,41.13,True,50.4,2,295.0,"stellasu scores 41.13 with consistency score 89.1, recent tournament form 49.1, bancho score 29.4; reliability 0.887, activity 0.919, provisional",{}
Intercambing,,,62.62,,51.24,25.0,0.8688,0.9459,41.11,True,50.02,1,140.0,"Intercambing scores 41.11 with bancho score 62.6, recent tournament form 51.2, consistency score 25.0; reliability 0.869, activity 0.946, provisional",{}
antonyw,,,23.17,,45.53,97.98,0.9062,0.9439,41.11,False,48.06,3,148.0,"antonyw scores 41.11 with consistency score 98.0, recent tournament form 45.5, bancho score 23.2; reliability 0.906, activity 0.944",{}
karate,,,39.93,,43.64,93.49,0.8875,0.9202,41.07,True,50.29,2,288.0,"karate scores 41.07 with consistency score 93.5, recent tournament form 43.6, bancho score 39.9; reliability 0.887, activity 0.920, provisional",{}
yary,,,65.51,,49.92,25.0,0.8688,0.9457,41.02,True,49.92,1,141.0,"yary scores 41.02 with bancho score 65.5, recent tournament form 49.9, consistency score 25.0; reliability 0.869, activity 0.946, provisional",{}
[Karcher],,,62.5,,51.08,25.0,0.8688,0.9457,41.0,True,49.9,1,141.0,"[Karcher] scores 41.00 with bancho score 62.5, recent tournament form 51.1, consistency score 25.0; reliability 0.869, activity 0.946, provisional",{}
nemq,,,31.29,,47.43,91.78,0.8875,0.9194,40.99,True,50.24,2,295.0,"nemq scores 40.99 with consistency score 91.8, recent tournament form 47.4, bancho score 31.3; reliability 0.887, activity 0.919, provisional",{}
Skrowell,,,51.06,,39.6,82.72,0.8875,0.9442,40.99,True,48.91,2,147.0,"Skrowell scores 40.99 with consistency score 82.7, bancho score 51.1, recent tournament form 39.6; reliability 0.887, activity 0.944, provisional",{}
puffonxe,,,38.34,,63.39,25.0,0.8688,0.9159,40.98,True,51.5,1,331.0,"puffonxe scores 40.98 with recent tournament form 63.4, bancho score 38.3, consistency score 25.0; reliability 0.869, activity 0.916, provisional",{}
shouponpon,,,38.35,,42.05,93.64,0.8875,0.9423,40.95,True,48.97,2,155.0,"shouponpon scores 40.95 with consistency score 93.6, recent tournament form 42.0, bancho score 38.4; reliability 0.887, activity 0.942, provisional",{}
shiyumi,,,32.64,,45.78,88.23,0.8875,0.9409,40.94,True,49.03,2,161.0,"shiyumi scores 40.94 with consistency score 88.2, recent tournament form 45.8, bancho score 32.6; reliability 0.887, activity 0.941, provisional",{}
Rebo,,,48.87,,56.91,25.0,0.8688,0.9393,40.91,True,50.13,1,168.0,"Rebo scores 40.91 with recent tournament form 56.9, bancho score 48.9, consistency score 25.0; reliability 0.869, activity 0.939, provisional",{}
LUNAISTABBY,,,25.68,,52.67,78.71,0.8875,0.9181,40.8,True,50.07,2,308.0,"LUNAISTABBY scores 40.80 with consistency score 78.7, recent tournament form 52.7, bancho score 25.7; reliability 0.887, activity 0.918, provisional",{}
kagiura,,,32.03,,43.79,94.97,0.8875,0.9425,40.73,True,48.69,2,154.0,"kagiura scores 40.73 with consistency score 95.0, recent tournament form 43.8, bancho score 32.0; reliability 0.887, activity 0.943, provisional",{}
milosz kitten,,,42.73,,61.14,25.0,0.8688,0.9154,40.72,True,51.2,1,337.0,"milosz kitten scores 40.72 with recent tournament form 61.1, bancho score 42.7, consistency score 25.0; reliability 0.869, activity 0.915, provisional",{}
MejiroMcQueen,,,38.38,,40.08,86.58,0.9062,0.9603,40.65,False,46.71,3,91.0,"MejiroMcQueen scores 40.65 with consistency score 86.6, recent tournament form 40.1, bancho score 38.4; reliability 0.906, activity 0.960",{}
lolol234,,,34.44,,42.58,87.56,0.9062,0.9439,40.56,False,47.42,3,148.0,"lolol234 scores 40.56 with consistency score 87.6, recent tournament form 42.6, bancho score 34.4; reliability 0.906, activity 0.944",{}
aahoff,,,30.07,,47.73,87.95,0.8875,0.9194,40.43,True,49.54,2,295.0,"aahoff scores 40.43 with consistency score 88.0, recent tournament form 47.7, bancho score 30.1; reliability 0.887, activity 0.919, provisional",{}
defii,,,42.41,,41.44,99.3,0.8688,0.9203,40.33,True,50.44,1,287.0,"defii scores 40.33 with consistency score 99.3, bancho score 42.4, recent tournament form 41.4; reliability 0.869, activity 0.920, provisional",{}
Pregnancy,,,38.12,,41.25,93.31,0.8875,0.9393,40.33,True,48.38,2,168.0,"Pregnancy scores 40.33 with consistency score 93.3, recent tournament form 41.2, bancho score 38.1; reliability 0.887, activity 0.939, provisional",{}
Alyra,,,55.04,,53.24,25.0,0.8688,0.9393,40.31,True,49.4,1,168.0,"Alyra scores 40.31 with bancho score 55.0, recent tournament form 53.2, consistency score 25.0; reliability 0.869, activity 0.939, provisional",{}
NO37,,,31.16,,42.27,98.65,0.8875,0.9439,40.31,True,48.12,2,148.0,"NO37 scores 40.31 with consistency score 98.7, recent tournament form 42.3, bancho score 31.2; reliability 0.887, activity 0.944, provisional",{}
Lightningfox,,,21.94,,47.52,92.87,0.8875,0.9423,40.3,True,48.19,2,155.0,"Lightningfox scores 40.30 with consistency score 92.9, recent tournament form 47.5, bancho score 21.9; reliability 0.887, activity 0.942, provisional",{}
hollowknees,,,32.8,,41.03,94.39,0.9062,0.9409,40.18,False,47.12,3,161.0,"hollowknees scores 40.18 with consistency score 94.4, recent tournament form 41.0, bancho score 32.8; reliability 0.906, activity 0.941",{}
chicken_67,,,35.29,,62.55,25.0,0.8688,0.9195,40.14,True,50.25,1,294.0,"chicken_67 scores 40.14 with recent tournament form 62.5, bancho score 35.3, consistency score 25.0; reliability 0.869, activity 0.919, provisional",{}
steisha,,,18.64,,52.21,93.88,0.8688,0.9166,40.12,True,50.38,1,323.0,"steisha scores 40.12 with consistency score 93.9, recent tournament form 52.2, bancho score 18.6; reliability 0.869, activity 0.917, provisional",{}
mabayu,,,34.01,,41.23,97.62,0.8875,0.9409,40.1,True,48.02,2,161.0,"mabayu scores 40.10 with consistency score 97.6, recent tournament form 41.2, bancho score 34.0; reliability 0.887, activity 0.941, provisional",{}
helvetia,,,40.67,,58.49,25.0,0.8688,0.9393,40.06,True,49.1,1,168.0,"helvetia scores 40.06 with recent tournament form 58.5, bancho score 40.7, consistency score 25.0; reliability 0.869, activity 0.939, provisional",{}
Ievi-,,,33.69,,41.16,96.99,0.8875,0.9423,39.98,True,47.81,2,155.0,"Ievi- scores 39.98 with consistency score 97.0, recent tournament form 41.2, bancho score 33.7; reliability 0.887, activity 0.942, provisional",{}
DaHuJka,,,38.5,,44.04,92.78,0.8688,0.9187,39.97,True,50.08,1,302.0,"DaHuJka scores 39.97 with consistency score 92.8, recent tournament form 44.0, bancho score 38.5; reliability 0.869, activity 0.919, provisional",{}
GSBlank,,,33.86,,42.56,84.86,0.9062,0.9409,39.96,False,46.86,3,161.0,"GSBlank scores 39.96 with consistency score 84.9, recent tournament form 42.6, bancho score 33.9; reliability 0.906, activity 0.941",{}
F2X,,,39.72,,58.62,25.0,0.8688,0.9393,39.94,True,48.94,1,168.0,"F2X scores 39.94 with recent tournament form 58.6, bancho score 39.7, consistency score 25.0; reliability 0.869, activity 0.939, provisional",{}
Pipipupu997,,,64.29,,48.43,25.0,0.8688,0.9409,39.83,True,48.73,1,161.0,"Pipipupu997 scores 39.83 with bancho score 64.3, recent tournament form 48.4, consistency score 25.0; reliability 0.869, activity 0.941, provisional",{}
Juska,,,35.48,,44.22,96.55,0.8688,0.9161,39.82,True,50.03,1,329.0,"Juska scores 39.82 with consistency score 96.5, recent tournament form 44.2, bancho score 35.5; reliability 0.869, activity 0.916, provisional",{}
